year,category,name_of_work,staff_members
,WRITING (Screenplay--based on material from another medium),"Oh, God!",Larry Gelbart
,WRITING (Screenplay--based on material from another medium),That Obscure Object of Desire,"Luis Buñuel, Jean-Claude Carrière"
,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Annie Hall,"Woody Allen, Marshall Brickman"
,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),The Goodbye Girl,Neil Simon
,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),The Late Show,Robert Benton
,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Star Wars,George Lucas
,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),The Turning Point,Arthur Laurents
,DIRECTING,Coming Home,Hal Ashby
,DIRECTING,The Deer Hunter,Michael Cimino
,DIRECTING,Heaven Can Wait,"Warren Beatty, Buck Henry"
,DIRECTING,Interiors,Woody Allen
,DIRECTING,Midnight Express,Alan Parker
,DOCUMENTARY (Feature),The Lovers' Wind,"Albert Lamorisse, Producer"
,DOCUMENTARY (Feature),Mysterious Castles of Clay,"Alan Root, Producer"
,DOCUMENTARY (Feature),Raoni,"Jean-Pierre Dutilleux, Barry Williams and Michel Gast, Producers"
,DOCUMENTARY (Feature),Scared Straight!,"Arnold Shapiro, Producer"
,DOCUMENTARY (Feature),With Babies and Banners: Story of the Women's Emergency Brigade,"Anne Bohlen, Lyn Goldfarb and Lorraine Gray, Producers"
,DOCUMENTARY (Short Subject),The Divided Trail: A Native American Odyssey,"Jerry Aronson, Producer"
,DOCUMENTARY (Short Subject),An Encounter with Faces,"K.K. Kapil, Producer"
,DOCUMENTARY (Short Subject),The Flight of the Gossamer Condor,"Jacqueline Phillips Shedd and Ben Shedd, Producers"
,DOCUMENTARY (Short Subject),Goodnight Miss Ann,"August Cinquegrana, Producer"
,DOCUMENTARY (Short Subject),Squires of San Quentin,"J. Gary Mitchell, Producer"
,DOCUMENTARY (Short Subject),Get Out Your Handkerchiefs,France
,DOCUMENTARY (Short Subject),The Glass Cell,German Federal Republic
,DOCUMENTARY (Short Subject),Hungarians,Hungary
,DOCUMENTARY (Short Subject),Viva Italia!,Italy
,DOCUMENTARY (Short Subject),White Bim Black Ear,Union of Soviet Socialist Republics
,MUSIC (Adaptation Score),The Buddy Holly Story,Joe Renzetti
,MUSIC (Adaptation Score),Pretty Baby,Jerry Wexler
,MUSIC (Adaptation Score),The Wiz,Quincy Jones
,MUSIC (Original Score),The Boys from Brazil,Jerry Goldsmith
,MUSIC (Original Score),Days of Heaven,Ennio Morricone
,MUSIC (Original Score),Heaven Can Wait,Dave Grusin
,MUSIC (Original Score),Midnight Express,Giorgio Moroder
,MUSIC (Original Score),Superman,John Williams
,MUSIC (Original Song),"""Hopelessly Devoted To You"" from Grease",Music and Lyrics by John Farrar
,MUSIC (Original Song),"""Last Dance"" from Thank God It's Friday",Music and Lyrics by Paul Jabara
,MUSIC (Original Song),"""The Last Time I Felt Like This"" from Same Time, Next Year",Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman
,MUSIC (Original Song),"""Ready To Take A Chance Again"" from Foul Play",Music by Charles Fox; Lyrics by Norman Gimbel
,MUSIC (Original Song),"""When You're Loved"" from The Magic of Lassie",Music and Lyrics by Richard M. Sherman and Robert B. Sherman
,BEST PICTURE,Coming Home,"Jerome Hellman, Producer"
,BEST PICTURE,The Deer Hunter,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers"
,BEST PICTURE,Heaven Can Wait,"Warren Beatty, Producer"
,BEST PICTURE,Midnight Express,"Alan Marshall and David Puttnam, Producers"
,BEST PICTURE,An Unmarried Woman,"Paul Mazursky and Tony Ray, Producers"
,SHORT FILM (Animated),Oh My Darling,"Nico Crama, Producer"
,SHORT FILM (Animated),Rip Van Winkle,"Will Vinton, Producer"
,SHORT FILM (Animated),Special Delivery,"Eunice Macaulay and John Weldon, Producers"
,SHORT FILM (Live Action),A Different Approach,"Jim Belcher and Fern Field, Producers"
,SHORT FILM (Live Action),Mandy's Grandmother,"Andrew Sugerman, Producer"
,SHORT FILM (Live Action),Strange Fruit,"Seth Pinsker, Producer"
,SHORT FILM (Live Action),Teenage Father,"Taylor Hackford, Producer"
,WRITING (Screenplay Based on Material from Another Medium),Bloodbrothers,Walter Newman
,WRITING (Screenplay Based on Material from Another Medium),California Suite,Neil Simon
,WRITING (Screenplay Based on Material from Another Medium),Heaven Can Wait,"Elaine May, Warren Beatty"
,WRITING (Screenplay Based on Material from Another Medium),Midnight Express,Oliver Stone
,WRITING (Screenplay Based on Material from Another Medium),"Same Time, Next Year",Bernard Slade
,WRITING (Screenplay Written Directly for the Screen),Autumn Sonata,Ingmar Bergman
,WRITING (Screenplay Written Directly for the Screen),Coming Home,"Story by Nancy Dowd; Screenplay by Waldo Salt, Robert C. Jones"
,WRITING (Screenplay Written Directly for the Screen),The Deer Hunter,"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker; Screenplay by Deric Washburn"
,WRITING (Screenplay Written Directly for the Screen),Interiors,Woody Allen
,WRITING (Screenplay Written Directly for the Screen),An Unmarried Woman,Paul Mazursky
,DIRECTING,All That Jazz,Bob Fosse
,DIRECTING,Apocalypse Now,Francis Coppola
,DIRECTING,Breaking Away,Peter Yates
,DIRECTING,Kramer vs. Kramer,Robert Benton
,DIRECTING,La Cage aux Folles,Edouard Molinaro
,DOCUMENTARY (Feature),Best Boy,"Ira Wohl, Producer"
,DOCUMENTARY (Feature),Generation on the Wind,"David A. Vassar, Producer"
,DOCUMENTARY (Feature),Going the Distance,"Paul Cowan and Jacques Bobet, Producers"
,DOCUMENTARY (Feature),The Killing Ground,"Steve Singer and Tom Priestley, Producers"
,DOCUMENTARY (Feature),The War at Home,"Glenn Silber and Barry Alexander Brown, Producers"
,DOCUMENTARY (Short Subject),Dae,"Risto Teofilovski, Producer"
,DOCUMENTARY (Short Subject),Koryo Celadon,"Donald A. Connolly and James R. Messenger, Producers"
,DOCUMENTARY (Short Subject),Nails,"Phillip Borsos, Producer"
,DOCUMENTARY (Short Subject),Paul Robeson: Tribute to an Artist,"Saul J. Turell, Producer"
,DOCUMENTARY (Short Subject),Remember Me,"Dick Young, Producer"
,DOCUMENTARY (Short Subject),The Maids of Wilko,Poland
,DOCUMENTARY (Short Subject),Mama Turns a Hundred,Spain
,DOCUMENTARY (Short Subject),A Simple Story,France
,DOCUMENTARY (Short Subject),The Tin Drum,Federal Republic of Germany
,DOCUMENTARY (Short Subject),To Forget Venice,Italy
,MUSIC (Original Score),The Amityville Horror,Lalo Schifrin
,MUSIC (Original Score),The Champ,Dave Grusin
,MUSIC (Original Score),A Little Romance,Georges Delerue
,MUSIC (Original Score),Star Trek - The Motion Picture,Jerry Goldsmith
,MUSIC (Original Score),10,Henry Mancini
,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),All That Jazz,Adaptation Score by Ralph Burns
,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),Breaking Away,Adaptation Score by Patrick Williams
,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),The Muppet Movie,Song Score by Paul Williams and Kenny Ascher; Adaptation Score by Paul Williams
,MUSIC (Original Song),"""I'll Never Say 'Goodbye'"" from The Promise",Music by David Shire; Lyric by Alan Bergman and Marilyn Bergman
,MUSIC (Original Song),"""It Goes Like It Goes"" from Norma Rae",Music by David Shire; Lyric by Norman Gimbel
,MUSIC (Original Song),"""It's Easy To Say"" from 10",Music by Henry Mancini; Lyric by Robert Wells
,MUSIC (Original Song),"""The Rainbow Connection"" from The Muppet Movie",Music and Lyric by Paul Williams and Kenny Ascher
,MUSIC (Original Song),"""Through The Eyes Of Love"" from Ice Castles",Music by Marvin Hamlisch; Lyric by Carole Bayer Sager
,BEST PICTURE,All That Jazz,"Robert Alan Aurthur, Producer"
,BEST PICTURE,Apocalypse Now,"Francis Coppola, Producer; Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers"
,BEST PICTURE,Breaking Away,"Peter Yates, Producer"
,BEST PICTURE,Kramer vs. Kramer,"Stanley R. Jaffe, Producer"
,BEST PICTURE,Norma Rae,"Tamara Asseyev and Alex Rose, Producers"
,SHORT FILM (Animated),Dream Doll,"Bob Godfrey and Zlatko Grgic, Producers"
,SHORT FILM (Animated),Every Child,"Derek Lamb, Producer"
,SHORT FILM (Animated),It's So Nice to Have a Wolf around the House,"Paul Fierlinger, Producer"
,SHORT FILM (Live Action),Board and Care,"Sarah Pillsbury and Ron Ellis, Producers"
,SHORT FILM (Live Action),Bravery in the Field,"Roman Kroitor and Stefan Wodoslawsky, Producers"
,SHORT FILM (Live Action),"Oh Brother, My Brother","Carol Lowell and Ross Lowell, Producers"
,SHORT FILM (Live Action),The Solar Film,"Saul Bass and Michael Britton, Producers"
,SHORT FILM (Live Action),Solly's Diner,"Harry Mathias, Jay Zukerman and Larry Hankin, Producers"
,WRITING (Screenplay Based on Material from Another Medium),Apocalypse Now,"John Milius, Francis Coppola"
,WRITING (Screenplay Based on Material from Another Medium),Kramer vs. Kramer,Robert Benton
,WRITING (Screenplay Based on Material from Another Medium),La Cage aux Folles,"Francis Veber, Edouard Molinaro, Marcello Danon, Jean Poiret"
,WRITING (Screenplay Based on Material from Another Medium),A Little Romance,Allan Burns
,WRITING (Screenplay Based on Material from Another Medium),Norma Rae,"Irving Ravetch, Harriet Frank, Jr."
,WRITING (Screenplay Written Directly for the Screen),All That Jazz,"Robert Alan Aurthur, Bob Fosse"
,WRITING (Screenplay Written Directly for the Screen),...And Justice for All,"Valerie Curtin, Barry Levinson"
,WRITING (Screenplay Written Directly for the Screen),Breaking Away,Steve Tesich
,WRITING (Screenplay Written Directly for the Screen),The China Syndrome,"Mike Gray, T.S. Cook, James Bridges"
,WRITING (Screenplay Written Directly for the Screen),Manhattan,"Woody Allen, Marshall Brickman"
,DIRECTING,The Elephant Man,David Lynch
,DIRECTING,Ordinary People,Robert Redford
,DIRECTING,Raging Bull,Martin Scorsese
,DIRECTING,The Stunt Man,Richard Rush
,DIRECTING,Tess,Roman Polanski
,DOCUMENTARY (Feature),Agee,"Ross Spears, Producer"
,DOCUMENTARY (Feature),The Day after Trinity,"Jon Else, Producer"
,DOCUMENTARY (Feature),From Mao to Mozart: Isaac Stern in China,"Murray Lerner, Producer"
,DOCUMENTARY (Feature),Front Line,"David Bradbury, Producer"
,DOCUMENTARY (Feature),The Yellow Star - The Persecution of the Jews in Europe 1933-45,"Bengt von zur Muehlen and Arthur Cohn, Producers"
,DOCUMENTARY (Short Subject),Don't Mess with Bill,"John Watson and Pen Densham, Producers"
,DOCUMENTARY (Short Subject),The Eruption of Mount St. Helens,"George Casey, Producer"
,DOCUMENTARY (Short Subject),It's the Same World,"Dick Young, Producer"
,DOCUMENTARY (Short Subject),Karl Hess: Toward Liberty,"Roland Hallé and Peter W. Ladue, Producers"
,DOCUMENTARY (Short Subject),Luther Metke at 94,"Richard Hawkins and Jorge Preloran, Producers"
,DOCUMENTARY (Short Subject),Confidence,Hungary
,DOCUMENTARY (Short Subject),Kagemusha (The Shadow Warrior),Japan
,DOCUMENTARY (Short Subject),The Last Metro,France
,DOCUMENTARY (Short Subject),Moscow Does Not Believe in Tears,Union of Soviet Socialist Republics
,DOCUMENTARY (Short Subject),The Nest,Spain
,MUSIC (Original Score),Altered States,John Corigliano
,MUSIC (Original Score),The Elephant Man,John Morris
,MUSIC (Original Score),The Empire Strikes Back,John Williams
,MUSIC (Original Score),Fame,Michael Gore
,MUSIC (Original Score),Tess,Philippe Sarde
,MUSIC (Original Song),"""Fame"" from Fame",Music by Michael Gore; Lyric by Dean Pitchford
,MUSIC (Original Song),"""Nine To Five"" from Nine to Five",Music and Lyric by Dolly Parton
,MUSIC (Original Song),"""On The Road Again"" from Honeysuckle Rose",Music and Lyric by Willie Nelson
,MUSIC (Original Song),"""Out Here On My Own"" from Fame",Music by Michael Gore; Lyric by Lesley Gore
,MUSIC (Original Song),"""People Alone"" from The Competition",Music by Lalo Schifrin; Lyric by Wilbur Jennings
,BEST PICTURE,Coal Miner's Daughter,"Bernard Schwartz, Producer"
,BEST PICTURE,The Elephant Man,"Jonathan Sanger, Producer"
,BEST PICTURE,Ordinary People,"Ronald L. Schwary, Producer"
,BEST PICTURE,Raging Bull,"Irwin Winkler and Robert Chartoff, Producers"
,BEST PICTURE,Tess,"Claude Berri, Producer; Timothy Burrill, Co-Producer"
,SHORT FILM (Animated),All Nothing,"Frédéric Back, Producer"
,SHORT FILM (Animated),The Fly,"Ferenc Rofusz, Producer"
,SHORT FILM (Animated),History of the World in Three Minutes Flat,"Michael Mills, Producer"
,SHORT FILM (Dramatic Live Action),The Dollar Bottom,"Lloyd Phillips, Producer"
,SHORT FILM (Dramatic Live Action),Fall Line,"Bob Carmichael and Greg Lowe, Producers"
,SHORT FILM (Dramatic Live Action),A Jury of Her Peers,"Sally Heckel, Producer"
,WRITING (Screenplay Based on Material from Another Medium),Breaker Morant,"Jonathan Hardy, David Stevens, Bruce Beresford"
,WRITING (Screenplay Based on Material from Another Medium),Coal Miner's Daughter,Tom Rickman
,WRITING (Screenplay Based on Material from Another Medium),The Elephant Man,"Christopher DeVore, Eric Bergren, David Lynch"
,WRITING (Screenplay Based on Material from Another Medium),Ordinary People,Alvin Sargent
,WRITING (Screenplay Based on Material from Another Medium),The Stunt Man,Screenplay by Lawrence B. Marcus; Adaptation by Richard Rush
,WRITING (Screenplay Written Directly for the Screen),Brubaker,"Screenplay by W. D. Richter; Story by W. D. Richter, Arthur Ross"
,WRITING (Screenplay Written Directly for the Screen),Fame,Christopher Gore
,WRITING (Screenplay Written Directly for the Screen),Melvin and Howard,Bo Goldman
,WRITING (Screenplay Written Directly for the Screen),Mon Oncle D'Amerique,Jean Gruault
,WRITING (Screenplay Written Directly for the Screen),Private Benjamin,"Nancy Meyers, Charles Shyer, Harvey Miller"
,DIRECTING,Atlantic City,Louis Malle
,DIRECTING,Chariots of Fire,Hugh Hudson
,DIRECTING,On Golden Pond,Mark Rydell
,DIRECTING,Raiders of the Lost Ark,Steven Spielberg
,DIRECTING,Reds,Warren Beatty
,DOCUMENTARY (Feature),Against Wind and Tide: A Cuban Odyssey,"Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers"
,DOCUMENTARY (Feature),Brooklyn Bridge,"Ken Burns, Producer"
,DOCUMENTARY (Feature),Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,"Mary Benjamin, Susanne Simpson and Boyd Estus, Producers"
,DOCUMENTARY (Feature),El Salvador: Another Vietnam,"Glenn Silber and Tete Vasconcellos, Producers"
,DOCUMENTARY (Feature),Genocide,"Arnold Schwartzman and Rabbi Marvin Hier, Producers"
,DOCUMENTARY (Short Subject),Americas in Transition,"Obie Benz, Producer"
,DOCUMENTARY (Short Subject),Close Harmony,"Nigel Noble, Producer"
,DOCUMENTARY (Short Subject),Journey for Survival,"Dick Young, Producer"
,DOCUMENTARY (Short Subject),See What I Say,"Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers"
,DOCUMENTARY (Short Subject),Urge to Build,"Roland Hallé and John Hoover, Producers"
,DOCUMENTARY (Short Subject),The Boat Is Full,Switzerland
,DOCUMENTARY (Short Subject),Man of Iron,Poland
,DOCUMENTARY (Short Subject),Mephisto,Hungary
,DOCUMENTARY (Short Subject),Muddy River,Japan
,DOCUMENTARY (Short Subject),Three Brothers,Italy
,MUSIC (Original Score),Chariots of Fire,Vangelis
,MUSIC (Original Score),Dragonslayer,Alex North
,MUSIC (Original Score),On Golden Pond,Dave Grusin
,MUSIC (Original Score),Ragtime,Randy Newman
,MUSIC (Original Score),Raiders of the Lost Ark,John Williams
,MUSIC (Original Song),"""Arthur's Theme (Best That You Can Do)"" from Arthur","Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen"
,MUSIC (Original Song),"""Endless Love"" from Endless Love",Music and Lyric by Lionel Richie
,MUSIC (Original Song),"""The First Time It Happens"" from The Great Muppet Caper",Music and Lyric by Joe Raposo
,MUSIC (Original Song),"""For Your Eyes Only"" from For Your Eyes Only",Music by Bill Conti; Lyric by Mick Leeson
,MUSIC (Original Song),"""One More Hour"" from Ragtime",Music and Lyric by Randy Newman
,BEST PICTURE,Atlantic City,"Denis Heroux and John Kemeny, Producers"
,BEST PICTURE,Chariots of Fire,"David Puttnam, Producer"
,BEST PICTURE,On Golden Pond,"Bruce Gilbert, Producer"
,BEST PICTURE,Raiders of the Lost Ark,"Frank Marshall, Producer"
,BEST PICTURE,Reds,"Warren Beatty, Producer"
,SHORT FILM (Animated),Crac,"Frédéric Back, Producer"
,SHORT FILM (Animated),The Creation,"Will Vinton, Producer"
,SHORT FILM (Animated),The Tender Tale of Cinderella Penguin,"Janet Perlman, Producer"
,SHORT FILM (Live Action),Couples and Robbers,"Christine Oestreicher, Producer"
,SHORT FILM (Live Action),First Winter,"John N. Smith, Producer"
,SHORT FILM (Live Action),Violet,"Paul Kemp and Shelley Levinson, Producers"
,WRITING (Screenplay Based on Material from Another Medium),The French Lieutenant's Woman,Harold Pinter
,WRITING (Screenplay Based on Material from Another Medium),On Golden Pond,Ernest Thompson
,WRITING (Screenplay Based on Material from Another Medium),Pennies from Heaven,Dennis Potter
